coin,timeframe,period,bars,st1_period,st1_mult,st2_period,st2_mult,settings,sl,rr,target,risk,num_trades,win_rate,total_net_profit,ending_capital,return_pct,max_drawdown_pct,profit_factor,expectancy,avg_win,avg_loss,exposure_pct
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,3.5,14,2.0,"ST1(7,3.5)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,70,34.29,-566.28,9433.72,-5.66,10.74,0.81,-8.09,99.66,-64.31,54.44
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,2.0,14,3.0,"ST1(12,2.0)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,76,34.21,-566.67,9433.33,-5.67,9.16,0.82,-7.46,97.18,-61.87,63.36
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,3.0,12,2.0,"ST1(14,3.0)+ST2(12,2.0)",1.5%,1:3,4.5%,1%,76,34.21,-566.67,9433.33,-5.67,9.16,0.82,-7.46,97.18,-61.87,63.36
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,3.0,12,4.0,"ST1(14,3.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,86,40.7,-568.69,9431.31,-5.69,11.71,0.84,-6.61,86.22,-70.32,76.35
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,4.0,14,3.0,"ST1(12,4.0)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,86,40.7,-568.69,9431.31,-5.69,11.71,0.84,-6.61,86.22,-70.32,76.35
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,2.0,7,4.0,"ST1(7,2.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,70,37.14,-571.78,9428.22,-5.72,10.0,0.8,-8.17,86.74,-64.25,54.09
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,4.0,7,2.0,"ST1(7,4.0)+ST2(7,2.0)",1.5%,1:3,4.5%,1%,70,37.14,-571.78,9428.22,-5.72,10.0,0.8,-8.17,86.74,-64.25,54.09
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,3.0,10,2.0,"ST1(14,3.0)+ST2(10,2.0)",1.5%,1:3,4.5%,1%,76,32.89,-573.19,9426.81,-5.73,9.22,0.81,-7.54,100.96,-60.73,63.18
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,2.0,14,3.0,"ST1(10,2.0)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,76,32.89,-573.19,9426.81,-5.73,9.22,0.81,-7.54,100.96,-60.73,63.18
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,4.0,14,4.0,"ST1(12,4.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,111,40.54,-575.09,9424.91,-5.75,14.58,0.9,-5.18,111.98,-85.07,77.9
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,4.0,12,4.0,"ST1(14,4.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,111,40.54,-575.09,9424.91,-5.75,14.58,0.9,-5.18,111.98,-85.07,77.9
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,4.0,14,3.0,"ST1(10,4.0)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,85,40.0,-575.48,9424.52,-5.75,10.72,0.83,-6.77,84.9,-67.88,76.26
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,3.0,10,4.0,"ST1(14,3.0)+ST2(10,4.0)",1.5%,1:3,4.5%,1%,85,40.0,-575.48,9424.52,-5.75,10.72,0.83,-6.77,84.9,-67.88,76.26
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,3.5,12,2.0,"ST1(14,3.5)+ST2(12,2.0)",1.5%,1:3,4.5%,1%,75,34.67,-580.39,9419.61,-5.8,13.23,0.83,-7.74,109.32,-69.85,57.16
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,2.0,14,3.5,"ST1(12,2.0)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,75,34.67,-580.39,9419.61,-5.8,13.23,0.83,-7.74,109.32,-69.85,57.16
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,4.0,10,3.0,"ST1(14,4.0)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,86,40.7,-581.82,9418.18,-5.82,12.32,0.84,-6.77,85.84,-70.32,80.49
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,3.0,14,4.0,"ST1(10,3.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,86,40.7,-581.82,9418.18,-5.82,12.32,0.84,-6.77,85.84,-70.32,80.49
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,3.5,14,3.0,"ST1(7,3.5)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,107,37.38,-584.76,9415.24,-5.85,16.17,0.89,-5.47,116.6,-78.34,75.39
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,3.0,7,3.5,"ST1(14,3.0)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,107,37.38,-584.76,9415.24,-5.85,16.17,0.89,-5.47,116.6,-78.34,75.39
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,3.0,10,2.0,"ST1(14,3.0)+ST2(10,2.0)",1.5%,1:3,4.5%,1%,85,37.65,-587.27,9412.73,-5.87,12.47,0.83,-6.91,89.39,-65.05,76.91
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,2.0,14,3.0,"ST1(10,2.0)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,85,37.65,-587.27,9412.73,-5.87,12.47,0.83,-6.91,89.39,-65.05,76.91
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,2.0,7,2.0,"ST1(10,2.0)+ST2(7,2.0)",1.5%,1:3,4.5%,1%,75,32.0,-587.94,9412.06,-5.88,9.36,0.8,-7.84,97.45,-57.39,69.35
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,2.0,10,2.0,"ST1(7,2.0)+ST2(10,2.0)",1.5%,1:3,4.5%,1%,75,32.0,-587.94,9412.06,-5.88,9.36,0.8,-7.84,97.45,-57.39,69.35
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,2.0,14,3.5,"ST1(12,2.0)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,84,38.1,-590.93,9409.07,-5.91,11.34,0.83,-7.04,87.15,-65.0,75.39
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,3.5,12,2.0,"ST1(14,3.5)+ST2(12,2.0)",1.5%,1:3,4.5%,1%,84,38.1,-590.93,9409.07,-5.91,11.34,0.83,-7.04,87.15,-65.0,75.39
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.0,14,4.0,"ST1(12,3.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,104,38.46,-590.95,9409.05,-5.91,15.54,0.89,-5.68,117.36,-82.59,73.32
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,4.0,12,3.0,"ST1(14,4.0)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,104,38.46,-590.95,9409.05,-5.91,15.54,0.89,-5.68,117.36,-82.59,73.32
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.0,7,3.0,"ST1(12,3.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,86,38.37,-591.98,9408.02,-5.92,8.67,0.83,-6.88,88.92,-66.53,80.58
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,3.0,12,3.0,"ST1(7,3.0)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,86,38.37,-591.98,9408.02,-5.92,8.67,0.83,-6.88,88.92,-66.53,80.58
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,2.0,7,3.5,"ST1(12,2.0)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,70,34.29,-593.62,9406.38,-5.94,10.74,0.8,-8.48,98.23,-64.16,53.26
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,3.5,12,2.0,"ST1(7,3.5)+ST2(12,2.0)",1.5%,1:3,4.5%,1%,70,34.29,-593.62,9406.38,-5.94,10.74,0.8,-8.48,98.23,-64.16,53.26
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,2.0,14,3.5,"ST1(14,2.0)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,75,34.67,-594.3,9405.7,-5.94,13.46,0.83,-7.92,109.32,-70.14,58.62
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,3.5,14,2.0,"ST1(14,3.5)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,75,34.67,-594.3,9405.7,-5.94,13.46,0.83,-7.92,109.32,-70.14,58.62
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,4.0,12,2.0,"ST1(10,4.0)+ST2(12,2.0)",1.5%,1:3,4.5%,1%,83,39.76,-600.18,9399.82,-6.0,12.53,0.82,-7.23,83.24,-66.94,72.64
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,2.0,10,4.0,"ST1(12,2.0)+ST2(10,4.0)",1.5%,1:3,4.5%,1%,83,39.76,-600.18,9399.82,-6.0,12.53,0.82,-7.23,83.24,-66.94,72.64
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,3.0,10,3.5,"ST1(14,3.0)+ST2(10,3.5)",1.5%,1:3,4.5%,1%,105,37.14,-603.19,9396.81,-6.03,15.4,0.88,-5.74,118.34,-79.07,75.32
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,3.5,14,3.0,"ST1(10,3.5)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,105,37.14,-603.19,9396.81,-6.03,15.4,0.88,-5.74,118.34,-79.07,75.32
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,2.0,12,3.0,"ST1(7,2.0)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,84,36.9,-608.12,9391.88,-6.08,13.92,0.83,-7.24,93.48,-66.15,75.71
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.0,7,2.0,"ST1(12,3.0)+ST2(7,2.0)",1.5%,1:3,4.5%,1%,84,36.9,-608.12,9391.88,-6.08,13.92,0.83,-7.24,93.48,-66.15,75.71
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,3.0,7,2.0,"ST1(14,3.0)+ST2(7,2.0)",1.5%,1:3,4.5%,1%,75,34.67,-610.84,9389.16,-6.11,9.22,0.79,-8.14,90.28,-60.37,64.79
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,2.0,14,3.0,"ST1(7,2.0)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,75,34.67,-610.84,9389.16,-6.11,9.22,0.79,-8.14,90.28,-60.37,64.79
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,2.0,7,2.0,"ST1(12,2.0)+ST2(7,2.0)",1.5%,1:3,4.5%,1%,75,32.0,-614.6,9385.4,-6.15,9.36,0.79,-8.19,96.0,-57.23,69.04
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,2.0,12,2.0,"ST1(7,2.0)+ST2(12,2.0)",1.5%,1:3,4.5%,1%,75,32.0,-614.6,9385.4,-6.15,9.36,0.79,-8.19,96.0,-57.23,69.04
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,3.0,14,4.0,"ST1(14,3.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,73,35.62,-618.08,9381.92,-6.18,9.51,0.8,-8.47,96.0,-66.25,57.89
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,4.0,14,3.0,"ST1(14,4.0)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,73,35.62,-618.08,9381.92,-6.18,9.51,0.8,-8.47,96.0,-66.25,57.89
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,2.0,14,2.0,"ST1(7,2.0)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,75,32.0,-621.08,9378.92,-6.21,9.42,0.79,-8.28,95.94,-57.33,68.72
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,2.0,7,2.0,"ST1(14,2.0)+ST2(7,2.0)",1.5%,1:3,4.5%,1%,75,32.0,-621.08,9378.92,-6.21,9.42,0.79,-8.28,95.94,-57.33,68.72
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.0,14,2.0,"ST1(12,3.0)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,103,37.86,-622.72,9377.28,-6.23,15.76,0.88,-6.05,114.56,-79.54,69.66
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,2.0,12,3.0,"ST1(14,2.0)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,103,37.86,-622.72,9377.28,-6.23,15.76,0.88,-6.05,114.56,-79.54,69.66
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,3.5,14,3.0,"ST1(12,3.5)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,77,35.06,-628.07,9371.93,-6.28,11.5,0.82,-8.16,107.11,-70.4,61.3
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,3.0,12,3.5,"ST1(14,3.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,77,35.06,-628.07,9371.93,-6.28,11.5,0.82,-8.16,107.11,-70.4,61.3
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,3.0,7,3.5,"ST1(14,3.0)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,87,37.93,-629.84,9370.16,-6.3,10.94,0.83,-7.24,90.65,-67.06,80.25
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,3.5,14,3.0,"ST1(7,3.5)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,87,37.93,-629.84,9370.16,-6.3,10.94,0.83,-7.24,90.65,-67.06,80.25
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,4.0,10,3.0,"ST1(14,4.0)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,73,36.99,-630.93,9369.07,-6.31,8.61,0.8,-8.64,93.73,-68.73,59.56
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,3.0,14,4.0,"ST1(10,3.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,73,36.99,-630.93,9369.07,-6.31,8.61,0.8,-8.64,93.73,-68.73,59.56
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,3.5,14,2.0,"ST1(14,3.5)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,85,37.65,-636.6,9363.4,-6.37,12.08,0.82,-7.49,88.03,-65.16,73.93
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,2.0,14,3.5,"ST1(14,2.0)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,85,37.65,-636.6,9363.4,-6.37,12.08,0.82,-7.49,88.03,-65.16,73.93
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,4.0,10,2.0,"ST1(7,4.0)+ST2(10,2.0)",1.5%,1:3,4.5%,1%,69,36.23,-636.61,9363.39,-6.37,12.09,0.78,-9.23,91.5,-66.46,50.82
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,2.0,7,4.0,"ST1(10,2.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,69,36.23,-636.61,9363.39,-6.37,12.09,0.78,-9.23,91.5,-66.46,50.82
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.0,10,2.0,"ST1(12,3.0)+ST2(10,2.0)",1.5%,1:3,4.5%,1%,101,38.61,-653.19,9346.81,-6.53,14.82,0.87,-6.47,110.7,-80.17,68.09
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,2.0,12,3.0,"ST1(10,2.0)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,101,38.61,-653.19,9346.81,-6.53,14.82,0.87,-6.47,110.7,-80.17,68.09
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.0,14,4.0,"ST1(12,3.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,87,41.38,-654.46,9345.54,-6.54,12.89,0.82,-7.52,83.69,-71.91,80.11
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,4.0,12,3.0,"ST1(14,4.0)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,87,41.38,-654.46,9345.54,-6.54,12.89,0.82,-7.52,83.69,-71.91,80.11
ETH/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,2.0,7,2.0,"ST1(14,2.0)+ST2(7,2.0)",1.5%,1:3,4.5%,1%,97,39.18,-659.36,9340.64,-6.59,11.84,0.85,-6.8,97.86,-74.2,76.05
ETH/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,2.0,14,2.0,"ST1(7,2.0)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,97,39.18,-659.36,9340.64,-6.59,11.84,0.85,-6.8,97.86,-74.2,76.05
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,4.0,14,2.0,"ST1(7,4.0)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,68,36.76,-668.68,9331.32,-6.69,12.09,0.77,-9.83,91.16,-68.55,52.39
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,2.0,7,4.0,"ST1(14,2.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,68,36.76,-668.68,9331.32,-6.69,12.09,0.77,-9.83,91.16,-68.55,52.39
ETH/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,2.0,12,3.5,"ST1(7,2.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,94,36.17,-673.97,9326.03,-6.74,15.02,0.83,-7.17,99.77,-67.77,69.02
ETH/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.5,7,2.0,"ST1(12,3.5)+ST2(7,2.0)",1.5%,1:3,4.5%,1%,94,36.17,-673.97,9326.03,-6.74,15.02,0.83,-7.17,99.77,-67.77,69.02
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,4.0,14,2.0,"ST1(14,4.0)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,102,39.22,-674.25,9325.75,-6.74,13.87,0.87,-6.61,110.73,-82.32,69.56
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,2.0,14,4.0,"ST1(14,2.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,102,39.22,-674.25,9325.75,-6.74,13.87,0.87,-6.61,110.73,-82.32,69.56
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,3.0,12,3.0,"ST1(7,3.0)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,79,35.44,-677.25,9322.75,-6.77,13.8,0.81,-8.57,102.28,-69.43,64.12
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,3.0,7,3.0,"ST1(12,3.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,79,35.44,-677.25,9322.75,-6.77,13.8,0.81,-8.57,102.28,-69.43,64.12
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,2.0,12,4.0,"ST1(7,2.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,100,39.0,-688.29,9311.71,-6.88,15.68,0.86,-6.88,108.18,-80.45,68.23
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,4.0,7,2.0,"ST1(12,4.0)+ST2(7,2.0)",1.5%,1:3,4.5%,1%,100,39.0,-688.29,9311.71,-6.88,15.68,0.86,-6.88,108.18,-80.45,68.23
ETH/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.5,10,2.0,"ST1(12,3.5)+ST2(10,2.0)",1.5%,1:3,4.5%,1%,93,36.56,-689.2,9310.8,-6.89,14.2,0.83,-7.41,97.45,-67.84,69.42
ETH/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,2.0,12,3.5,"ST1(10,2.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,93,36.56,-689.2,9310.8,-6.89,14.2,0.83,-7.41,97.45,-67.84,69.42
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.0,7,3.5,"ST1(12,3.0)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,108,37.04,-689.56,9310.44,-6.9,17.11,0.87,-6.39,115.68,-78.19,75.55
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,3.5,12,3.0,"ST1(7,3.5)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,108,37.04,-689.56,9310.44,-6.9,17.11,0.87,-6.39,115.68,-78.19,75.55
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,4.0,7,3.0,"ST1(14,4.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,87,39.08,-691.51,9308.49,-6.92,12.42,0.81,-7.95,85.74,-68.05,82.32
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,3.0,14,4.0,"ST1(7,3.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,87,39.08,-691.51,9308.49,-6.92,12.42,0.81,-7.95,85.74,-68.05,82.32
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,2.0,12,4.0,"ST1(12,2.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,84,39.29,-694.12,9305.88,-6.94,13.51,0.8,-8.26,83.34,-67.54,72.68
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,4.0,12,2.0,"ST1(12,4.0)+ST2(12,2.0)",1.5%,1:3,4.5%,1%,84,39.29,-694.12,9305.88,-6.94,13.51,0.8,-8.26,83.34,-67.54,72.68
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,4.0,12,2.0,"ST1(7,4.0)+ST2(12,2.0)",1.5%,1:3,4.5%,1%,68,36.76,-695.72,9304.28,-6.96,12.09,0.76,-10.23,89.78,-68.38,51.2
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,2.0,7,4.0,"ST1(12,2.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,68,36.76,-695.72,9304.28,-6.96,12.09,0.76,-10.23,89.78,-68.38,51.2
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,2.0,14,4.0,"ST1(14,2.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,84,38.1,-701.26,9298.74,-7.01,13.61,0.8,-8.35,88.13,-67.72,72.95
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,4.0,14,2.0,"ST1(14,4.0)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,84,38.1,-701.26,9298.74,-7.01,13.61,0.8,-8.35,88.13,-67.72,72.95
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,4.0,10,2.0,"ST1(14,4.0)+ST2(10,2.0)",1.5%,1:3,4.5%,1%,71,35.21,-701.7,9298.3,-7.02,10.92,0.77,-9.88,95.53,-67.17,54.2
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,2.0,14,4.0,"ST1(10,2.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,71,35.21,-701.7,9298.3,-7.02,10.92,0.77,-9.88,95.53,-67.17,54.2
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,2.0,7,3.0,"ST1(7,2.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,101,37.62,-706.81,9293.19,-7.07,16.41,0.86,-7.0,116.81,-81.68,68.39
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,3.0,7,2.0,"ST1(7,3.0)+ST2(7,2.0)",1.5%,1:3,4.5%,1%,101,37.62,-706.81,9293.19,-7.07,16.41,0.86,-7.0,116.81,-81.68,68.39
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.0,10,3.5,"ST1(12,3.0)+ST2(10,3.5)",1.5%,1:3,4.5%,1%,106,36.79,-707.79,9292.21,-7.08,16.34,0.87,-6.68,117.41,-78.9,75.48
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,3.5,12,3.0,"ST1(10,3.5)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,106,36.79,-707.79,9292.21,-7.08,16.34,0.87,-6.68,117.41,-78.9,75.48
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,2.0,14,4.0,"ST1(7,2.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,100,39.0,-713.79,9286.21,-7.14,14.23,0.86,-7.14,109.83,-81.92,67.49
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,4.0,7,2.0,"ST1(14,4.0)+ST2(7,2.0)",1.5%,1:3,4.5%,1%,100,39.0,-713.79,9286.21,-7.14,14.23,0.86,-7.14,109.83,-81.92,67.49
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,2.0,7,3.0,"ST1(10,2.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,76,34.21,-714.23,9285.77,-7.14,13.65,0.79,-9.4,105.88,-69.34,59.18
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,3.0,10,2.0,"ST1(7,3.0)+ST2(10,2.0)",1.5%,1:3,4.5%,1%,76,34.21,-714.23,9285.77,-7.14,13.65,0.79,-9.4,105.88,-69.34,59.18
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,3.5,12,3.0,"ST1(10,3.5)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,77,36.36,-714.51,9285.49,-7.15,13.29,0.79,-9.28,97.32,-70.19,60.22
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,3.0,10,3.5,"ST1(12,3.0)+ST2(10,3.5)",1.5%,1:3,4.5%,1%,77,36.36,-714.51,9285.49,-7.15,13.29,0.79,-9.28,97.32,-70.19,60.22
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,3.5,10,2.0,"ST1(12,3.5)+ST2(10,2.0)",1.5%,1:3,4.5%,1%,76,34.21,-722.77,9277.23,-7.23,12.99,0.79,-9.51,107.21,-70.21,57.82
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,2.0,12,3.5,"ST1(10,2.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,76,34.21,-722.77,9277.23,-7.23,12.99,0.79,-9.51,107.21,-70.21,57.82
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,3.5,7,2.0,"ST1(12,3.5)+ST2(7,2.0)",1.5%,1:3,4.5%,1%,78,34.62,-727.74,9272.26,-7.28,12.12,0.8,-9.33,105.27,-70.0,61.41
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,2.0,12,3.5,"ST1(7,2.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,78,34.62,-727.74,9272.26,-7.28,12.12,0.8,-9.33,105.27,-70.0,61.41
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,3.0,14,3.0,"ST1(7,3.0)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,87,36.78,-742.97,9257.03,-7.43,10.33,0.8,-8.54,90.66,-66.26,80.37
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,3.0,7,3.0,"ST1(14,3.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,87,36.78,-742.97,9257.03,-7.43,10.33,0.8,-8.54,90.66,-66.26,80.37
